products pairs;sales num;support
('domestic eggs', 'salty snack');35;0.0036
('domestic eggs', 'long life bakery product');38;0.0039
('domestic eggs', 'dessert');39;0.004
('domestic eggs', 'sugar');49;0.005
('domestic eggs', 'UHT-milk');40;0.0041
('domestic eggs', 'berries');38;0.0039
('domestic eggs', 'hamburger meat');40;0.0041
('domestic eggs', 'hygiene articles');47;0.0048
('domestic eggs', 'onions');48;0.0049
('domestic eggs', 'specialty chocolate');24;0.0024
('domestic eggs', 'candy');26;0.0026
('domestic eggs', 'frozen meals');31;0.0032
('domestic eggs', 'misc. beverages');29;0.0029
('domestic eggs', 'oil');37;0.0038
('domestic eggs', 'butter milk');22;0.0022
('domestic eggs', 'specialty bar');15;0.0015
('domestic eggs', 'ham');41;0.0042
('domestic eggs', 'beverages');16;0.0016
('domestic eggs', 'meat');33;0.0034
('domestic eggs', 'ice cream');14;0.0014
('domestic eggs', 'hard cheese');38;0.0039
('domestic eggs', 'sliced cheese');33;0.0034
('domestic eggs', 'cat food');26;0.0026
('domestic eggs', 'grapes');20;0.002
('domestic eggs', 'chewing gum');9;0.0009
('domestic eggs', 'detergent');15;0.0015
('domestic eggs', 'red/blush wine');14;0.0014
('domestic eggs', 'white wine');11;0.0011
('domestic eggs', 'pickled vegetables');24;0.0024
('domestic eggs', 'baking powder');31;0.0032
('domestic eggs', 'semi-finished bread');17;0.0017
('domestic eggs', 'dishes');17;0.0017
('domestic eggs', 'flour');32;0.0033
('domestic eggs', 'potted plants');14;0.0014
('domestic eggs', 'soft cheese');31;0.0032
('domestic eggs', 'processed cheese');21;0.0021
('domestic eggs', 'herbs');21;0.0021
('domestic eggs', 'pasta');16;0.0016
('domestic eggs', 'canned fish');17;0.0017
('domestic eggs', 'seasonal products');15;0.0015
('domestic eggs', 'cake bar');11;0.0011
('domestic eggs', 'packaged fruit/vegetables');11;0.0011
('domestic eggs', 'mustard');18;0.0018
('domestic eggs', 'frozen fish');14;0.0014
('domestic eggs', 'cling film/bags');9;0.0009
('domestic eggs', 'spread cheese');6;0.0006
('domestic eggs', 'liquor');3;0.0003
('domestic eggs', 'salt');19;0.0019
('domestic eggs', 'frozen dessert');15;0.0015
('domestic eggs', 'canned vegetables');16;0.0016
('domestic eggs', 'dish cleaner');12;0.0012
('domestic eggs', 'flower (seeds)');10;0.001
('domestic eggs', 'roll products');15;0.0015
('domestic eggs', 'condensed milk');6;0.0006
('domestic eggs', 'pet care');5;0.0005
('domestic eggs', 'photo/film');5;0.0005
('domestic eggs', 'mayonnaise');14;0.0014
('domestic eggs', 'chocolate marshmallow');18;0.0018
('domestic eggs', 'sweet spreads');12;0.0012
('domestic eggs', 'candles');7;0.0007
('domestic eggs', 'specialty cheese');12;0.0012
('domestic eggs', 'dog food');10;0.001
('domestic eggs', 'frozen potato products');5;0.0005
('domestic eggs', 'house keeping products');9;0.0009
('domestic eggs', 'turkey');7;0.0007
('domestic eggs', 'Instant food products');10;0.001
('domestic eggs', 'liquor (appetizer)');4;0.0004
('domestic eggs', 'rice');13;0.0013
('domestic eggs', 'instant coffee');8;0.0008
('domestic eggs', 'popcorn');7;0.0007
('domestic eggs', 'zwieback');8;0.0008
('domestic eggs', 'soups');11;0.0011
('domestic eggs', 'finished products');5;0.0005
('domestic eggs', 'vinegar');7;0.0007
('domestic eggs', 'female sanitary products');6;0.0006
('domestic eggs', 'kitchen towels');6;0.0006
('domestic eggs', 'dental care');7;0.0007
('domestic eggs', 'cereals');10;0.001
('domestic eggs', 'sparkling wine');6;0.0006
('domestic eggs', 'sauces');1;0.0001
('domestic eggs', 'softener');9;0.0009
('domestic eggs', 'jam');9;0.0009
('domestic eggs', 'spices');6;0.0006
('domestic eggs', 'curd cheese');7;0.0007
('domestic eggs', 'liver loaf');5;0.0005
('domestic eggs', 'cleaner');6;0.0006
('domestic eggs', 'male cosmetics');1;0.0001
('domestic eggs', 'rum');4;0.0004
('domestic eggs', 'ketchup');13;0.0013
('domestic eggs', 'meat spreads');8;0.0008
('domestic eggs', 'brandy');1;0.0001
('domestic eggs', 'light bulbs');4;0.0004
('domestic eggs', 'tea');9;0.0009
('domestic eggs', 'specialty fat');6;0.0006
('domestic eggs', 'abrasive cleaner');2;0.0002
('domestic eggs', 'skin care');6;0.0006
('domestic eggs', 'nuts/prunes');3;0.0003
('domestic eggs', 'syrup');3;0.0003
('domestic eggs', 'canned fruit');9;0.0009
('domestic eggs', 'artif. sweetener');2;0.0002
('domestic eggs', 'nut snack');1;0.0001
('domestic eggs', 'snack products');2;0.0002
('domestic eggs', 'fish');1;0.0001
('domestic eggs', 'potato products');1;0.0001
('domestic eggs', 'bathroom cleaner');1;0.0001
('domestic eggs', 'cookware');4;0.0004
('domestic eggs', 'soap');3;0.0003
('domestic eggs', 'cooking chocolate');7;0.0007
('domestic eggs', 'pudding powder');2;0.0002
('domestic eggs', 'tidbits');3;0.0003
('domestic eggs', 'organic sausage');2;0.0002
('domestic eggs', 'cocoa drinks');3;0.0003
('domestic eggs', 'prosecco');0;0.0
('domestic eggs', 'flower soil/fertilizer');1;0.0001
('domestic eggs', 'ready soups');1;0.0001
('domestic eggs', 'specialty vegetables');5;0.0005
('domestic eggs', 'organic products');3;0.0003
('domestic eggs', 'honey');2;0.0002
('domestic eggs', 'decalcifier');3;0.0003
('domestic eggs', 'cream');2;0.0002
('domestic eggs', 'frozen fruits');4;0.0004
('domestic eggs', 'hair spray');0;0.0
('domestic eggs', 'rubbing alcohol');1;0.0001
('domestic eggs', 'liqueur');1;0.0001
('domestic eggs', 'whisky');0;0.0
('domestic eggs', 'salad dressing');1;0.0001
('domestic eggs', 'make up remover');0;0.0
('domestic eggs', 'toilet cleaner');1;0.0001
('domestic eggs', 'frozen chicken');0;0.0
('domestic eggs', 'baby cosmetics');0;0.0
('domestic eggs', 'bags');0;0.0
('domestic eggs', 'kitchen utensil');0;0.0
('domestic eggs', 'preservation products');0;0.0
('domestic eggs', 'baby food');0;0.0
('domestic eggs', 'sound storage medium');0;0.0
('frankfurter', 'margarine');63;0.0064
('frankfurter', 'coffee');50;0.0051
('frankfurter', 'pork');58;0.0059
('frankfurter', 'butter');48;0.0049
('frankfurter', 'curd');43;0.0044
('frankfurter', 'beef');47;0.0048
('frankfurter', 'napkins');39;0.004
('frankfurter', 'chocolate');40;0.0041
('frankfurter', 'frozen vegetables');50;0.0051
('frankfurter', 'chicken');36;0.0037
('frankfurter', 'white bread');51;0.0052
('frankfurter', 'cream cheese');33;0.0034
('frankfurter', 'waffles');31;0.0032
('frankfurter', 'salty snack');31;0.0032
('frankfurter', 'long life bakery product');27;0.0027
('frankfurter', 'dessert');35;0.0036
('frankfurter', 'sugar');37;0.0038
('frankfurter', 'UHT-milk');31;0.0032
('frankfurter', 'berries');22;0.0022
('frankfurter', 'hamburger meat');33;0.0034
('frankfurter', 'hygiene articles');31;0.0032
('frankfurter', 'onions');37;0.0038
('frankfurter', 'specialty chocolate');17;0.0017
('frankfurter', 'candy');22;0.0022
('frankfurter', 'frozen meals');29;0.0029
('frankfurter', 'misc. beverages');12;0.0012
('frankfurter', 'oil');25;0.0025
('frankfurter', 'butter milk');32;0.0033
('frankfurter', 'specialty bar');17;0.0017
('frankfurter', 'ham');25;0.0025
('frankfurter', 'beverages');14;0.0014
('frankfurter', 'meat');32;0.0033
('frankfurter', 'ice cream');12;0.0012
('frankfurter', 'hard cheese');22;0.0022
('frankfurter', 'sliced cheese');23;0.0023
('frankfurter', 'cat food');9;0.0009
('frankfurter', 'grapes');21;0.0021
('frankfurter', 'chewing gum');18;0.0018
('frankfurter', 'detergent');20;0.002
('frankfurter', 'red/blush wine');8;0.0008
('frankfurter', 'white wine');6;0.0006
('frankfurter', 'pickled vegetables');27;0.0027
('frankfurter', 'baking powder');14;0.0014
('frankfurter', 'semi-finished bread');20;0.002
('frankfurter', 'dishes');9;0.0009
('frankfurter', 'flour');19;0.0019
('frankfurter', 'potted plants');6;0.0006
('frankfurter', 'soft cheese');22;0.0022
('frankfurter', 'processed cheese');20;0.002
('frankfurter', 'herbs');9;0.0009
('frankfurter', 'pasta');13;0.0013
('frankfurter', 'canned fish');18;0.0018
('frankfurter', 'seasonal products');15;0.0015
('frankfurter', 'cake bar');10;0.001
('frankfurter', 'packaged fruit/vegetables');12;0.0012
('frankfurter', 'mustard');25;0.0025
('frankfurter', 'frozen fish');17;0.0017
('frankfurter', 'cling film/bags');9;0.0009
('frankfurter', 'spread cheese');9;0.0009
('frankfurter', 'liquor');5;0.0005
('frankfurter', 'salt');10;0.001
('frankfurter', 'frozen dessert');13;0.0013
('frankfurter', 'canned vegetables');7;0.0007
('frankfurter', 'dish cleaner');11;0.0011
('frankfurter', 'flower (seeds)');10;0.001
('frankfurter', 'roll products');10;0.001
('frankfurter', 'condensed milk');8;0.0008
('frankfurter', 'pet care');4;0.0004
('frankfurter', 'photo/film');3;0.0003
('frankfurter', 'mayonnaise');14;0.0014
('frankfurter', 'chocolate marshmallow');8;0.0008
('frankfurter', 'sweet spreads');7;0.0007
('frankfurter', 'candles');5;0.0005
('frankfurter', 'specialty cheese');6;0.0006
('frankfurter', 'dog food');3;0.0003
('frankfurter', 'frozen potato products');15;0.0015
('frankfurter', 'house keeping products');8;0.0008
('frankfurter', 'turkey');8;0.0008
('frankfurter', 'Instant food products');10;0.001
('frankfurter', 'liquor (appetizer)');2;0.0002
('frankfurter', 'rice');7;0.0007
('frankfurter', 'instant coffee');6;0.0006
('frankfurter', 'popcorn');3;0.0003
('frankfurter', 'zwieback');8;0.0008
('frankfurter', 'soups');11;0.0011
('frankfurter', 'finished products');3;0.0003
('frankfurter', 'vinegar');11;0.0011
('frankfurter', 'female sanitary products');3;0.0003
('frankfurter', 'kitchen towels');7;0.0007
('frankfurter', 'dental care');4;0.0004
('frankfurter', 'cereals');3;0.0003
('frankfurter', 'sparkling wine');4;0.0004
('frankfurter', 'sauces');4;0.0004
('frankfurter', 'softener');0;0.0
('frankfurter', 'jam');6;0.0006
('frankfurter', 'spices');5;0.0005
('frankfurter', 'curd cheese');5;0.0005
('frankfurter', 'liver loaf');7;0.0007
('frankfurter', 'cleaner');3;0.0003
('frankfurter', 'male cosmetics');4;0.0004
('frankfurter', 'rum');2;0.0002
('frankfurter', 'ketchup');8;0.0008
('frankfurter', 'meat spreads');3;0.0003
('frankfurter', 'brandy');2;0.0002
('frankfurter', 'light bulbs');3;0.0003
('frankfurter', 'tea');4;0.0004
('frankfurter', 'specialty fat');6;0.0006
('frankfurter', 'abrasive cleaner');1;0.0001
('frankfurter', 'skin care');4;0.0004
('frankfurter', 'nuts/prunes');2;0.0002
('frankfurter', 'syrup');5;0.0005
('frankfurter', 'canned fruit');5;0.0005
('frankfurter', 'artif. sweetener');7;0.0007
('frankfurter', 'nut snack');6;0.0006
('frankfurter', 'snack products');1;0.0001
('frankfurter', 'fish');2;0.0002
('frankfurter', 'potato products');9;0.0009
('frankfurter', 'bathroom cleaner');1;0.0001
('frankfurter', 'cookware');1;0.0001
('frankfurter', 'soap');3;0.0003
('frankfurter', 'cooking chocolate');2;0.0002
('frankfurter', 'pudding powder');0;0.0
('frankfurter', 'tidbits');2;0.0002
('frankfurter', 'organic sausage');3;0.0003
('frankfurter', 'cocoa drinks');2;0.0002
('frankfurter', 'prosecco');1;0.0001
('frankfurter', 'flower soil/fertilizer');0;0.0
('frankfurter', 'ready soups');4;0.0004
('frankfurter', 'specialty vegetables');2;0.0002
('frankfurter', 'organic products');3;0.0003
('frankfurter', 'honey');1;0.0001
('frankfurter', 'decalcifier');3;0.0003
('frankfurter', 'cream');0;0.0
('frankfurter', 'frozen fruits');0;0.0
('frankfurter', 'hair spray');0;0.0
('frankfurter', 'rubbing alcohol');1;0.0001
('frankfurter', 'liqueur');0;0.0
('frankfurter', 'whisky');0;0.0
('frankfurter', 'salad dressing');3;0.0003
('frankfurter', 'make up remover');1;0.0001
('frankfurter', 'toilet cleaner');0;0.0
('frankfurter', 'frozen chicken');0;0.0
('frankfurter', 'baby cosmetics');0;0.0
('frankfurter', 'bags');0;0.0
('frankfurter', 'kitchen utensil');1;0.0001
('frankfurter', 'preservation products');0;0.0
('frankfurter', 'baby food');0;0.0
('frankfurter', 'sound storage medium');0;0.0
('margarine', 'coffee');46;0.0047
('margarine', 'pork');63;0.0064
('margarine', 'butter');66;0.0067
('margarine', 'curd');62;0.0063
('margarine', 'beef');61;0.0062
('margarine', 'napkins');44;0.0045
('margarine', 'chocolate');31;0.0032
('margarine', 'frozen vegetables');50;0.0051
('margarine', 'chicken');46;0.0047
('margarine', 'white bread');37;0.0038
('margarine', 'cream cheese');46;0.0047
('margarine', 'waffles');37;0.0038
('margarine', 'salty snack');29;0.0029
('margarine', 'long life bakery product');32;0.0033
('margarine', 'dessert');30;0.0031
('margarine', 'sugar');54;0.0055
('margarine', 'UHT-milk');39;0.004
('margarine', 'berries');26;0.0026
('margarine', 'hamburger meat');30;0.0031
('margarine', 'hygiene articles');38;0.0039
('margarine', 'onions');24;0.0024
('margarine', 'specialty chocolate');13;0.0013
('margarine', 'candy');29;0.0029
('margarine', 'frozen meals');12;0.0012
('margarine', 'misc. beverages');16;0.0016
('margarine', 'oil');36;0.0037
('margarine', 'butter milk');20;0.002
('margarine', 'specialty bar');15;0.0015
('margarine', 'ham');26;0.0026
('margarine', 'beverages');10;0.001
('margarine', 'meat');20;0.002
('margarine', 'ice cream');11;0.0011
('margarine', 'hard cheese');21;0.0021
('margarine', 'sliced cheese');30;0.0031
('margarine', 'cat food');29;0.0029
('margarine', 'grapes');13;0.0013
('margarine', 'chewing gum');9;0.0009
('margarine', 'detergent');22;0.0022
('margarine', 'red/blush wine');13;0.0013
('margarine', 'white wine');5;0.0005
('margarine', 'pickled vegetables');20;0.002
('margarine', 'baking powder');30;0.0031
('margarine', 'semi-finished bread');20;0.002
('margarine', 'dishes');11;0.0011
('margarine', 'flour');37;0.0038
('margarine', 'potted plants');16;0.0016
('margarine', 'soft cheese');22;0.0022
('margarine', 'processed cheese');20;0.002
('margarine', 'herbs');17;0.0017
('margarine', 'pasta');17;0.0017
('margarine', 'canned fish');15;0.0015
('margarine', 'seasonal products');9;0.0009
('margarine', 'cake bar');10;0.001
('margarine', 'packaged fruit/vegetables');11;0.0011
('margarine', 'mustard');16;0.0016
('margarine', 'frozen fish');21;0.0021
('margarine', 'cling film/bags');14;0.0014
('margarine', 'spread cheese');8;0.0008
('margarine', 'liquor');1;0.0001
('margarine', 'salt');14;0.0014
('margarine', 'frozen dessert');15;0.0015
('margarine', 'canned vegetables');12;0.0012
('margarine', 'dish cleaner');9;0.0009
('margarine', 'flower (seeds)');14;0.0014
('margarine', 'roll products');18;0.0018
('margarine', 'condensed milk');5;0.0005
('margarine', 'pet care');5;0.0005
('margarine', 'photo/film');2;0.0002
('margarine', 'mayonnaise');17;0.0017
('margarine', 'chocolate marshmallow');13;0.0013
('margarine', 'sweet spreads');7;0.0007
('margarine', 'candles');21;0.0021
('margarine', 'specialty cheese');6;0.0006
('margarine', 'dog food');3;0.0003
('margarine', 'frozen potato products');8;0.0008
('margarine', 'house keeping products');7;0.0007
('margarine', 'turkey');9;0.0009
('margarine', 'Instant food products');7;0.0007
('margarine', 'liquor (appetizer)');4;0.0004
('margarine', 'rice');11;0.0011
('margarine', 'instant coffee');4;0.0004
('margarine', 'popcorn');3;0.0003
('margarine', 'zwieback');8;0.0008
('margarine', 'soups');13;0.0013
('margarine', 'finished products');3;0.0003
('margarine', 'vinegar');9;0.0009
('margarine', 'female sanitary products');8;0.0008
('margarine', 'kitchen towels');7;0.0007
('margarine', 'dental care');7;0.0007
('margarine', 'cereals');9;0.0009
('margarine', 'sparkling wine');2;0.0002
('margarine', 'sauces');5;0.0005
('margarine', 'softener');8;0.0008
('margarine', 'jam');9;0.0009
('margarine', 'spices');4;0.0004
('margarine', 'curd cheese');8;0.0008
('margarine', 'liver loaf');6;0.0006
('margarine', 'cleaner');2;0.0002
('margarine', 'male cosmetics');2;0.0002
('margarine', 'rum');7;0.0007
('margarine', 'ketchup');7;0.0007
('margarine', 'meat spreads');2;0.0002
('margarine', 'brandy');0;0.0
('margarine', 'light bulbs');3;0.0003
('margarine', 'tea');4;0.0004
('margarine', 'specialty fat');12;0.0012
('margarine', 'abrasive cleaner');2;0.0002
('margarine', 'skin care');7;0.0007
('margarine', 'nuts/prunes');2;0.0002
('margarine', 'syrup');4;0.0004
('margarine', 'canned fruit');5;0.0005
('margarine', 'artif. sweetener');6;0.0006
('margarine', 'nut snack');3;0.0003
('margarine', 'snack products');3;0.0003
('margarine', 'fish');3;0.0003
('margarine', 'potato products');2;0.0002
('margarine', 'bathroom cleaner');4;0.0004
('margarine', 'cookware');1;0.0001
('margarine', 'soap');0;0.0
('margarine', 'cooking chocolate');5;0.0005
('margarine', 'pudding powder');3;0.0003
('margarine', 'tidbits');1;0.0001
('margarine', 'organic sausage');2;0.0002
('margarine', 'cocoa drinks');6;0.0006
('margarine', 'prosecco');0;0.0
('margarine', 'flower soil/fertilizer');1;0.0001
('margarine', 'ready soups');5;0.0005
('margarine', 'specialty vegetables');0;0.0
('margarine', 'organic products');5;0.0005
('margarine', 'honey');1;0.0001
('margarine', 'decalcifier');1;0.0001
('margarine', 'cream');1;0.0001
('margarine', 'frozen fruits');2;0.0002
('margarine', 'hair spray');1;0.0001
('margarine', 'rubbing alcohol');0;0.0
('margarine', 'liqueur');0;0.0
('margarine', 'whisky');1;0.0001
('margarine', 'salad dressing');0;0.0
('margarine', 'make up remover');0;0.0
('margarine', 'toilet cleaner');0;0.0
('margarine', 'frozen chicken');1;0.0001
('margarine', 'baby cosmetics');0;0.0
('margarine', 'bags');0;0.0
('margarine', 'kitchen utensil');1;0.0001
('margarine', 'preservation products');0;0.0
('margarine', 'baby food');0;0.0
('margarine', 'sound storage medium');0;0.0
('coffee', 'pork');35;0.0036
('coffee', 'butter');47;0.0048
('coffee', 'curd');32;0.0033
('coffee', 'beef');37;0.0038
('coffee', 'napkins');40;0.0041
('coffee', 'chocolate');38;0.0039
('coffee', 'frozen vegetables');44;0.0045
('coffee', 'chicken');38;0.0039
('coffee', 'white bread');31;0.0032
('coffee', 'cream cheese');37;0.0038
('coffee', 'waffles');30;0.0031
('coffee', 'salty snack');30;0.0031
('coffee', 'long life bakery product');34;0.0035
('coffee', 'dessert');23;0.0023
('coffee', 'sugar');47;0.0048
('coffee', 'UHT-milk');42;0.0043
('coffee', 'berries');25;0.0025
('coffee', 'hamburger meat');29;0.0029
('coffee', 'hygiene articles');32;0.0033
('coffee', 'onions');25;0.0025
('coffee', 'specialty chocolate');18;0.0018
('coffee', 'candy');27;0.0027
('coffee', 'frozen meals');23;0.0023
('coffee', 'misc. beverages');13;0.0013
('coffee', 'oil');33;0.0034
('coffee', 'butter milk');26;0.0026
('coffee', 'specialty bar');16;0.0016
('coffee', 'ham');17;0.0017
('coffee', 'beverages');8;0.0008
('coffee', 'meat');22;0.0022
